image_id,subject_id,eye,image_index,original_filename,relative_path,width,height,is_corrupt,blur_flag,occlusion_flag,notes,split,pilot_annotation,pilot_annotation_notes,pilot_flag,pilot_role,pilot_notes
CASIA_003_R_03,3,R,3,S1003R03.jpg,003/R/S1003R03.jpg,320,280,0,0,0,,train,,,,,
CASIA_003_R_04,3,R,4,S1003R04.jpg,003/R/S1003R04.jpg,320,280,0,0,0,,train,,,,,
CASIA_003_R_05,3,R,5,S1003R05.jpg,003/R/S1003R05.jpg,320,280,0,0,0,,train,,,,,
CASIA_003_R_06,3,R,6,S1003R06.jpg,003/R/S1003R06.jpg,320,280,0,0,0,,train,,,,,
CASIA_003_R_07,3,R,7,S1003R07.jpg,003/R/S1003R07.jpg,320,280,0,0,0,,train,,,,,
CASIA_004_R_01,4,R,1,S1004R01.jpg,004/R/S1004R01.jpg,320,280,0,0,0,,val,,,,,
CASIA_004_R_02,4,R,2,S1004R02.jpg,004/R/S1004R02.jpg,320,280,0,0,0,,val,,,,,
CASIA_004_R_03,4,R,3,S1004R03.jpg,004/R/S1004R03.jpg,320,280,0,0,0,,val,,,,,
CASIA_004_R_04,4,R,4,S1004R04.jpg,004/R/S1004R04.jpg,320,280,0,0,0,,val,,,,,
CASIA_004_R_05,4,R,5,S1004R05.jpg,004/R/S1004R05.jpg,320,280,0,0,0,,val,,,,,
CASIA_004_R_06,4,R,6,S1004R06.jpg,004/R/S1004R06.jpg,320,280,0,0,0,,val,,,,,
CASIA_004_R_07,4,R,7,S1004R07.jpg,004/R/S1004R07.jpg,320,280,0,0,0,,val,,,,,
CASIA_005_L_01,5,L,1,S1005L01.jpg,005/L/S1005L01.jpg,320,280,0,0,0,,train,,,True,observation,v0.4 pilot — excluded from training
CASIA_005_R_01,5,R,1,S1005R01.jpg,005/R/S1005R01.jpg,320,280,0,0,0,,train,,,,,
CASIA_005_R_02,5,R,2,S1005R02.jpg,005/R/S1005R02.jpg,320,280,0,0,0,,train,,,,,
CASIA_005_R_03,5,R,3,S1005R03.jpg,005/R/S1005R03.jpg,320,280,0,0,0,,train,,,,,
CASIA_005_R_04,5,R,4,S1005R04.jpg,005/R/S1005R04.jpg,320,280,0,0,0,,train,,,,,
CASIA_005_R_05,5,R,5,S1005R05.jpg,005/R/S1005R05.jpg,320,280,0,0,0,,train,,,,,
CASIA_005_R_06,5,R,6,S1005R06.jpg,005/R/S1005R06.jpg,320,280,0,0,0,,train,,,,,
CASIA_005_R_07,5,R,7,S1005R07.jpg,005/R/S1005R07.jpg,320,280,0,0,0,,train,,,,,
CASIA_006_R_01,6,R,1,S1006R01.jpg,006/R/S1006R01.jpg,320,280,0,0,0,,test,,,,,
CASIA_006_R_02,6,R,2,S1006R02.jpg,006/R/S1006R02.jpg,320,280,0,0,0,,test,,,,,
CASIA_006_R_03,6,R,3,S1006R03.jpg,006/R/S1006R03.jpg,320,280,0,0,0,,test,,,,,
CASIA_006_R_04,6,R,4,S1006R04.jpg,006/R/S1006R04.jpg,320,280,0,0,0,,test,,,,,
CASIA_006_R_05,6,R,5,S1006R05.jpg,006/R/S1006R05.jpg,320,280,0,0,0,,test,,,,,
CASIA_006_R_06,6,R,6,S1006R06.jpg,006/R/S1006R06.jpg,320,280,0,0,0,,test,,,,,
CASIA_006_R_07,6,R,7,S1006R07.jpg,006/R/S1006R07.jpg,320,280,0,0,0,,test,,,,,
CASIA_007_L_01,7,L,1,S1007L01.jpg,007/L/S1007L01.jpg,320,280,0,0,0,,train,,,True,observation,v0.4 pilot — excluded from training
CASIA_007_L_02,7,L,2,S1007L02.jpg,007/L/S1007L02.jpg,320,280,0,0,0,,train,,,,,
CASIA_007_L_03,7,L,3,S1007L03.jpg,007/L/S1007L03.jpg,320,280,0,0,0,,train,,,,,
CASIA_007_L_04,7,L,4,S1007L04.jpg,007/L/S1007L04.jpg,320,280,0,0,0,,train,,,,,
CASIA_007_L_05,7,L,5,S1007L05.jpg,007/L/S1007L05.jpg,320,280,0,0,0,,train,,,,,
CASIA_007_L_06,7,L,6,S1007L06.jpg,007/L/S1007L06.jpg,320,280,0,0,0,,train,,,,,
CASIA_007_L_07,7,L,7,S1007L07.jpg,007/L/S1007L07.jpg,320,280,0,0,0,,train,,,,,
CASIA_007_L_08,7,L,8,S1007L08.jpg,007/L/S1007L08.jpg,320,280,0,0,0,,train,,,,,
CASIA_007_L_09,7,L,9,S1007L09.jpg,007/L/S1007L09.jpg,320,280,0,0,0,,train,,,,,
CASIA_007_L_10,7,L,10,S1007L10.jpg,007/L/S1007L10.jpg,320,280,0,0,0,,train,,,,,
CASIA_007_R_01,7,R,1,S1007R01.jpg,007/R/S1007R01.jpg,320,280,0,0,0,,train,,,,,
CASIA_007_R_02,7,R,2,S1007R02.jpg,007/R/S1007R02.jpg,320,280,0,0,0,,train,,,,,
CASIA_007_R_03,7,R,3,S1007R03.jpg,007/R/S1007R03.jpg,320,280,0,0,0,,train,,,,,
CASIA_007_R_04,7,R,4,S1007R04.jpg,007/R/S1007R04.jpg,320,280,0,0,0,,train,,,,,
CASIA_007_R_05,7,R,5,S1007R05.jpg,007/R/S1007R05.jpg,320,280,0,0,0,,train,,,,,
CASIA_007_R_06,7,R,6,S1007R06.jpg,007/R/S1007R06.jpg,320,280,0,0,0,,train,,,,,
CASIA_007_R_07,7,R,7,S1007R07.jpg,007/R/S1007R07.jpg,320,280,0,0,0,,train,,,,,
CASIA_007_R_08,7,R,8,S1007R08.jpg,007/R/S1007R08.jpg,320,280,0,0,0,,train,,,,,
CASIA_007_R_09,7,R,9,S1007R09.jpg,007/R/S1007R09.jpg,320,280,0,0,0,,train,,,,,
CASIA_007_R_10,7,R,10,S1007R10.jpg,007/R/S1007R10.jpg,320,280,0,0,0,,train,,,,,
CASIA_008_L_01,8,L,1,S1008L01.jpg,008/L/S1008L01.jpg,320,280,0,0,0,,train,,,True,observation,v0.4 pilot — excluded from training
CASIA_008_L_02,8,L,2,S1008L02.jpg,008/L/S1008L02.jpg,320,280,0,0,0,,train,,,,,
CASIA_008_L_03,8,L,3,S1008L03.jpg,008/L/S1008L03.jpg,320,280,0,0,0,,train,,,,,
CASIA_008_L_04,8,L,4,S1008L04.jpg,008/L/S1008L04.jpg,320,280,0,0,0,,train,,,,,
CASIA_008_L_05,8,L,5,S1008L05.jpg,008/L/S1008L05.jpg,320,280,0,0,0,,train,,,,,
CASIA_008_L_06,8,L,6,S1008L06.jpg,008/L/S1008L06.jpg,320,280,0,0,0,,train,,,,,
CASIA_008_L_07,8,L,7,S1008L07.jpg,008/L/S1008L07.jpg,320,280,0,0,0,,train,,,,,
CASIA_008_L_08,8,L,8,S1008L08.jpg,008/L/S1008L08.jpg,320,280,0,0,0,,train,,,,,
CASIA_008_L_09,8,L,9,S1008L09.jpg,008/L/S1008L09.jpg,320,280,0,0,0,,train,,,,,
CASIA_008_L_10,8,L,10,S1008L10.jpg,008/L/S1008L10.jpg,320,280,0,0,0,,train,,,,,
CASIA_008_L_11,8,L,11,S1008L11.jpg,008/L/S1008L11.jpg,320,280,0,0,0,,train,,,,,
CASIA_008_R_01,8,R,1,S1008R01.jpg,008/R/S1008R01.jpg,320,280,0,0,0,,train,,,,,
CASIA_008_R_02,8,R,2,S1008R02.jpg,008/R/S1008R02.jpg,320,280,0,0,0,,train,,,,,
CASIA_008_R_03,8,R,3,S1008R03.jpg,008/R/S1008R03.jpg,320,280,0,0,0,,train,,,,,
CASIA_008_R_04,8,R,4,S1008R04.jpg,008/R/S1008R04.jpg,320,280,0,0,0,,train,,,,,
CASIA_008_R_05,8,R,5,S1008R05.jpg,008/R/S1008R05.jpg,320,280,0,0,0,,train,,,,,
CASIA_008_R_06,8,R,6,S1008R06.jpg,008/R/S1008R06.jpg,320,280,0,0,0,,train,,,,,
CASIA_008_R_07,8,R,7,S1008R07.jpg,008/R/S1008R07.jpg,320,280,0,0,0,,train,,,,,
CASIA_008_R_08,8,R,8,S1008R08.jpg,008/R/S1008R08.jpg,320,280,0,0,0,,train,,,,,
CASIA_009_L_01,9,L,1,S1009L01.jpg,009/L/S1009L01.jpg,320,280,0,0,0,,test,,,,,
CASIA_009_R_01,9,R,1,S1009R01.jpg,009/R/S1009R01.jpg,320,280,0,0,0,,test,,,,,
CASIA_009_R_02,9,R,2,S1009R02.jpg,009/R/S1009R02.jpg,320,280,0,0,0,,test,,,,,
CASIA_009_R_03,9,R,3,S1009R03.jpg,009/R/S1009R03.jpg,320,280,0,0,0,,test,,,,,
CASIA_009_R_04,9,R,4,S1009R04.jpg,009/R/S1009R04.jpg,320,280,0,0,0,,test,,,,,
CASIA_009_R_05,9,R,5,S1009R05.jpg,009/R/S1009R05.jpg,320,280,0,0,0,,test,,,,,
CASIA_009_R_06,9,R,6,S1009R06.jpg,009/R/S1009R06.jpg,320,280,0,0,0,,test,,,,,
CASIA_009_R_07,9,R,7,S1009R07.jpg,009/R/S1009R07.jpg,320,280,0,0,0,,test,,,,,
CASIA_009_R_08,9,R,8,S1009R08.jpg,009/R/S1009R08.jpg,320,280,0,0,0,,test,,,,,
CASIA_010_R_01,10,R,1,S1010R01.jpg,010/R/S1010R01.jpg,320,280,0,0,0,,train,,,True,observation,v0.4 pilot — excluded from training
CASIA_010_R_02,10,R,2,S1010R02.jpg,010/R/S1010R02.jpg,320,280,0,0,0,,train,,,,,
CASIA_010_R_03,10,R,3,S1010R03.jpg,010/R/S1010R03.jpg,320,280,0,0,0,,train,,,,,
CASIA_010_R_04,10,R,4,S1010R04.jpg,010/R/S1010R04.jpg,320,280,0,0,0,,train,,,,,
CASIA_010_R_05,10,R,5,S1010R05.jpg,010/R/S1010R05.jpg,320,280,0,0,0,,train,,,,,
CASIA_011_L_01,11,L,1,S1011L01.jpg,011/L/S1011L01.jpg,320,280,0,0,0,,train,,,True,observation,v0.4 pilot — excluded from training
CASIA_011_L_02,11,L,2,S1011L02.jpg,011/L/S1011L02.jpg,320,280,0,0,0,,train,,,,,
CASIA_011_L_03,11,L,3,S1011L03.jpg,011/L/S1011L03.jpg,320,280,0,0,0,,train,,,,,
CASIA_011_L_04,11,L,4,S1011L04.jpg,011/L/S1011L04.jpg,320,280,0,0,0,,train,,,,,
CASIA_011_L_05,11,L,5,S1011L05.jpg,011/L/S1011L05.jpg,320,280,0,0,0,,train,,,,,
CASIA_011_L_06,11,L,6,S1011L06.jpg,011/L/S1011L06.jpg,320,280,0,0,0,,train,,,,,
CASIA_011_L_07,11,L,7,S1011L07.jpg,011/L/S1011L07.jpg,320,280,0,0,0,,train,,,,,
CASIA_011_L_08,11,L,8,S1011L08.jpg,011/L/S1011L08.jpg,320,280,0,0,0,,train,,,,,
CASIA_011_L_09,11,L,9,S1011L09.jpg,011/L/S1011L09.jpg,320,280,0,0,0,,train,,,,,
CASIA_011_R_01,11,R,1,S1011R01.jpg,011/R/S1011R01.jpg,320,280,0,0,0,,train,,,,,
CASIA_011_R_02,11,R,2,S1011R02.jpg,011/R/S1011R02.jpg,320,280,0,0,0,,train,,,,,
CASIA_011_R_03,11,R,3,S1011R03.jpg,011/R/S1011R03.jpg,320,280,0,0,0,,train,,,,,
CASIA_011_R_04,11,R,4,S1011R04.jpg,011/R/S1011R04.jpg,320,280,0,0,0,,train,,,,,
CASIA_011_R_05,11,R,5,S1011R05.jpg,011/R/S1011R05.jpg,320,280,0,0,0,,train,,,,,
CASIA_011_R_06,11,R,6,S1011R06.jpg,011/R/S1011R06.jpg,320,280,0,0,0,,train,,,,,
CASIA_011_R_07,11,R,7,S1011R07.jpg,011/R/S1011R07.jpg,320,280,0,0,0,,train,,,,,
CASIA_011_R_08,11,R,8,S1011R08.jpg,011/R/S1011R08.jpg,320,280,0,0,0,,train,,,,,
CASIA_011_R_09,11,R,9,S1011R09.jpg,011/R/S1011R09.jpg,320,280,0,0,0,,train,,,,,
CASIA_011_R_10,11,R,10,S1011R10.jpg,011/R/S1011R10.jpg,320,280,0,0,0,,train,,,,,
CASIA_012_R_01,12,R,1,S1012R01.jpg,012/R/S1012R01.jpg,320,280,0,0,0,,train,,,True,observation,v0.4 pilot — excluded from training
CASIA_012_R_02,12,R,2,S1012R02.jpg,012/R/S1012R02.jpg,320,280,0,0,0,,train,,,,,
CASIA_012_R_03,12,R,3,S1012R03.jpg,012/R/S1012R03.jpg,320,280,0,0,0,,train,,,,,
CASIA_012_R_04,12,R,4,S1012R04.jpg,012/R/S1012R04.jpg,320,280,0,0,0,,train,,,,,
CASIA_012_R_05,12,R,5,S1012R05.jpg,012/R/S1012R05.jpg,320,280,0,0,0,,train,,,,,
CASIA_012_R_06,12,R,6,S1012R06.jpg,012/R/S1012R06.jpg,320,280,0,0,0,,train,,,,,
CASIA_013_L_01,13,L,1,S1013L01.jpg,013/L/S1013L01.jpg,320,280,0,0,0,,train,,,True,observation,v0.4 pilot — excluded from training
CASIA_013_L_02,13,L,2,S1013L02.jpg,013/L/S1013L02.jpg,320,280,0,0,0,,train,,,,,
CASIA_013_L_03,13,L,3,S1013L03.jpg,013/L/S1013L03.jpg,320,280,0,0,0,,train,,,,,
CASIA_013_L_04,13,L,4,S1013L04.jpg,013/L/S1013L04.jpg,320,280,0,0,0,,train,,,,,
CASIA_013_L_05,13,L,5,S1013L05.jpg,013/L/S1013L05.jpg,320,280,0,0,0,,train,,,,,
CASIA_013_L_06,13,L,6,S1013L06.jpg,013/L/S1013L06.jpg,320,280,0,0,0,,train,,,,,
CASIA_013_L_07,13,L,7,S1013L07.jpg,013/L/S1013L07.jpg,320,280,0,0,0,,train,,,,,
CASIA_014_L_01,14,L,1,S1014L01.jpg,014/L/S1014L01.jpg,320,280,0,0,0,,train,,,True,observation,v0.4 pilot — excluded from training
CASIA_014_L_02,14,L,2,S1014L02.jpg,014/L/S1014L02.jpg,320,280,0,0,0,,train,,,,,
CASIA_014_L_03,14,L,3,S1014L03.jpg,014/L/S1014L03.jpg,320,280,0,0,0,,train,,,,,
CASIA_014_L_04,14,L,4,S1014L04.jpg,014/L/S1014L04.jpg,320,280,0,0,0,,train,,,,,
CASIA_014_L_05,14,L,5,S1014L05.jpg,014/L/S1014L05.jpg,320,280,0,0,0,,train,,,,,
CASIA_014_L_06,14,L,6,S1014L06.jpg,014/L/S1014L06.jpg,320,280,0,0,0,,train,,,,,
CASIA_014_L_07,14,L,7,S1014L07.jpg,014/L/S1014L07.jpg,320,280,0,0,0,,train,,,,,
CASIA_015_R_01,15,R,1,S1015R01.jpg,015/R/S1015R01.jpg,320,280,0,0,0,,train,,,True,observation,v0.4 pilot — excluded from training
CASIA_015_R_02,15,R,2,S1015R02.jpg,015/R/S1015R02.jpg,320,280,0,0,0,,train,,,,,
CASIA_015_R_03,15,R,3,S1015R03.jpg,015/R/S1015R03.jpg,320,280,0,0,0,,train,,,,,
CASIA_015_R_04,15,R,4,S1015R04.jpg,015/R/S1015R04.jpg,320,280,0,0,0,,train,,,,,
CASIA_015_R_05,15,R,5,S1015R05.jpg,015/R/S1015R05.jpg,320,280,0,0,0,,train,,,,,
CASIA_016_L_01,16,L,1,S1016L01.jpg,016/L/S1016L01.jpg,320,280,0,0,0,,train,,,True,observation,v0.4 pilot — excluded from training
CASIA_016_L_02,16,L,2,S1016L02.jpg,016/L/S1016L02.jpg,320,280,0,0,0,,train,,,,,
CASIA_016_L_03,16,L,3,S1016L03.jpg,016/L/S1016L03.jpg,320,280,0,0,0,,train,,,,,
CASIA_016_L_04,16,L,4,S1016L04.jpg,016/L/S1016L04.jpg,320,280,0,0,0,,train,,,,,
CASIA_017_R_01,17,R,1,S1017R01.jpg,017/R/S1017R01.jpg,320,280,0,0,0,,train,,,True,observation,v0.4 pilot — excluded from training
CASIA_017_R_02,17,R,2,S1017R02.jpg,017/R/S1017R02.jpg,320,280,0,0,0,,train,,,,,
CASIA_017_R_03,17,R,3,S1017R03.jpg,017/R/S1017R03.jpg,320,280,0,0,0,,train,,,,,
CASIA_017_R_04,17,R,4,S1017R04.jpg,017/R/S1017R04.jpg,320,280,0,0,0,,train,,,,,
CASIA_017_R_05,17,R,5,S1017R05.jpg,017/R/S1017R05.jpg,320,280,0,0,0,,train,,,,,
CASIA_017_R_06,17,R,6,S1017R06.jpg,017/R/S1017R06.jpg,320,280,0,0,0,,train,,,,,
CASIA_018_R_01,18,R,1,S1018R01.jpg,018/R/S1018R01.jpg,320,280,0,0,0,,train,,,True,observation,v0.4 pilot — excluded from training
CASIA_018_R_02,18,R,2,S1018R02.jpg,018/R/S1018R02.jpg,320,280,0,0,0,,train,,,,,
CASIA_018_R_03,18,R,3,S1018R03.jpg,018/R/S1018R03.jpg,320,280,0,0,0,,train,,,,,
CASIA_019_L_01,19,L,1,S1019L01.jpg,019/L/S1019L01.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_L_02,19,L,2,S1019L02.jpg,019/L/S1019L02.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_L_03,19,L,3,S1019L03.jpg,019/L/S1019L03.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_L_04,19,L,4,S1019L04.jpg,019/L/S1019L04.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_L_05,19,L,5,S1019L05.jpg,019/L/S1019L05.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_L_06,19,L,6,S1019L06.jpg,019/L/S1019L06.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_L_07,19,L,7,S1019L07.jpg,019/L/S1019L07.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_L_08,19,L,8,S1019L08.jpg,019/L/S1019L08.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_L_09,19,L,9,S1019L09.jpg,019/L/S1019L09.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_L_10,19,L,10,S1019L10.jpg,019/L/S1019L10.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_L_11,19,L,11,S1019L11.jpg,019/L/S1019L11.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_L_12,19,L,12,S1019L12.jpg,019/L/S1019L12.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_L_13,19,L,13,S1019L13.jpg,019/L/S1019L13.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_L_14,19,L,14,S1019L14.jpg,019/L/S1019L14.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_01,19,R,1,S1019R01.jpg,019/R/S1019R01.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_02,19,R,2,S1019R02.jpg,019/R/S1019R02.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_03,19,R,3,S1019R03.jpg,019/R/S1019R03.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_04,19,R,4,S1019R04.jpg,019/R/S1019R04.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_05,19,R,5,S1019R05.jpg,019/R/S1019R05.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_06,19,R,6,S1019R06.jpg,019/R/S1019R06.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_07,19,R,7,S1019R07.jpg,019/R/S1019R07.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_08,19,R,8,S1019R08.jpg,019/R/S1019R08.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_09,19,R,9,S1019R09.jpg,019/R/S1019R09.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_10,19,R,10,S1019R10.jpg,019/R/S1019R10.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_11,19,R,11,S1019R11.jpg,019/R/S1019R11.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_12,19,R,12,S1019R12.jpg,019/R/S1019R12.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_13,19,R,13,S1019R13.jpg,019/R/S1019R13.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_14,19,R,14,S1019R14.jpg,019/R/S1019R14.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_15,19,R,15,S1019R15.jpg,019/R/S1019R15.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_16,19,R,16,S1019R16.jpg,019/R/S1019R16.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_17,19,R,17,S1019R17.jpg,019/R/S1019R17.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_18,19,R,18,S1019R18.jpg,019/R/S1019R18.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_19,19,R,19,S1019R19.jpg,019/R/S1019R19.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_20,19,R,20,S1019R20.jpg,019/R/S1019R20.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_21,19,R,21,S1019R21.jpg,019/R/S1019R21.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_22,19,R,22,S1019R22.jpg,019/R/S1019R22.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_23,19,R,23,S1019R23.jpg,019/R/S1019R23.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_24,19,R,24,S1019R24.jpg,019/R/S1019R24.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_25,19,R,25,S1019R25.jpg,019/R/S1019R25.jpg,320,280,0,0,0,,test,,,,,
CASIA_019_R_26,19,R,26,S1019R26.jpg,019/R/S1019R26.jpg,320,280,0,0,0,,test,,,,,
CASIA_020_L_01,20,L,1,S1020L01.jpg,020/L/S1020L01.jpg,320,280,0,0,0,,train,,,True,observation,v0.4 pilot — excluded from training
CASIA_020_R_01,20,R,1,S1020R01.jpg,020/R/S1020R01.jpg,320,280,0,0,0,,train,,,,,
CASIA_020_R_02,20,R,2,S1020R02.jpg,020/R/S1020R02.jpg,320,280,0,0,0,,train,,,,,
CASIA_020_R_03,20,R,3,S1020R03.jpg,020/R/S1020R03.jpg,320,280,0,0,0,,train,,,,,
CASIA_020_R_04,20,R,4,S1020R04.jpg,020/R/S1020R04.jpg,320,280,0,0,0,,train,,,,,
CASIA_020_R_05,20,R,5,S1020R05.jpg,020/R/S1020R05.jpg,320,280,0,0,0,,train,,,,,
CASIA_021_L_01,21,L,1,S1021L01.jpg,021/L/S1021L01.jpg,320,280,0,0,0,,val,,,,,
CASIA_021_L_02,21,L,2,S1021L02.jpg,021/L/S1021L02.jpg,320,280,0,0,0,,val,,,,,
CASIA_021_L_03,21,L,3,S1021L03.jpg,021/L/S1021L03.jpg,320,280,0,0,0,,val,,,,,
CASIA_021_L_04,21,L,4,S1021L04.jpg,021/L/S1021L04.jpg,320,280,0,0,0,,val,,,,,
